         647060 function calls (643877 primitive calls) in 1.693 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:272(_centered)
        2    0.000    0.000    0.000    0.000 {method 'map' of 'pandas._libs.hashtable.Int64HashTable' objects}
       44    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/common.py:316(apply_if_callable)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:672(_set_codes)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.groupsort_indexer}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:55(maybe_lift)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:316(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:2965(_convert_listlike_indexer)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:434(values)
       78    0.000    0.000    0.000    0.000 {method 'conjugate' of 'numpy.ndarray' objects}
      120    0.000    0.000    0.000    0.000 {built-in method math.log}
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:5132(_consolidate_inplace)
      147    0.000    0.000    0.000    0.000 <string>:2(_parse_args)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:1052(_maybe_null_out)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:524(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:806(sort_idx)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/model.py:181(endog_names)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:1038(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
        1    0.000    0.000    0.000    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:2252(cumsum)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:339(get_group_index_sorter)
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1844(_asarray_compat)
      297    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:308(get_key)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:2999(_convert_arr_indexer)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:126(<listcomp>)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:1607(_check_label_or_level_ambiguity)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:771(last_location_of_minimum)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/vector_ar/util.py:52(make_lag_names)
       16    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/_internal.py:886(npy_ctypes_check)
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/shape_base.py:220(_warn_for_nonsequence)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:2575(maybe_convert_indices)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       75    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:192(df_model)
        7    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:172(format_interval)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
      159    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/common.py:144(cast_scalar_indexer)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/range.py:180(_int64index)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1602(maximum)
      136    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:358(_get_formatdict)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:58(__iter__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1173(<listcomp>)
       79    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       70    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/common.py:175(_all_none)
       24    0.000    0.000    0.000    0.000 {built-in method pandas._libs.index.get_value_at}
       93    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:113(is_all_dates)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:682(<genexpr>)
       29    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_collections_abc.py:72(_check_methods)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:244(_from_values_or_dtype)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:637(_set_axis)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:5122(_protect_consolidate)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/tempfile.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:63(check)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3926(contains)
       75    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:221(df_resid)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:1395(diagonal)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:3100(_extend_blocks)
       75    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:208(df_resid)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:513(set)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:658(__array__)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1546(external_values)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:968(format_dict)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.bincount}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:381(is_dict_like)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:552(coerce_indexer_dtype)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/base.py:759(size)
       98    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:206(items)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:256(_convert_scalar_indexer)
      180    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/random.py:256(choice)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:276(_wrap_results)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:453(abs_energy)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:481(_get_free_pos)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:1495(rollaxis)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/helper.py:180(rfftfreq)
       32    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:551(<dictcomp>)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1240(_set_names)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:438(is_unique)
      120    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:165(internal_values)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:123(shape)
       27    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:520(_np_conv_ok)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:170(maybe_upcast_putmask)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:519(set_axis)
       33    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:309(<genexpr>)
       70    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/range.py:165(_validate_dtype)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1616(minimum)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/fftpack/helper.py:54(next_fast_len)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:229(transpose)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/histograms.py:274(_ravel_and_check_weights)
       14    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1218(construct_1d_ndarray_preserving_na)
       36    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:304(shape)
        5    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:147(set_axis)
      151    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numerictypes.py:655(<listcomp>)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:499(__init__)
       13    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:426(_info_axis)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:5135(f)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:266(_slice)
       66    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:591(is_consolidated)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:418(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tools/data.py:119(_is_recarray)
      150    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:852(whiten)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:16(frame_apply)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/weakref.py:102(__init__)
       10    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/compat/__init__.py:227(itervalues)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/frozen.py:191(_ensure_frozen)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:146(is_categorical_astype)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:181(get_new_values)
       58    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:358(notify_all)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:473(maybe_infer_dtype_type)
       11    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/frozen.py:77(__getitem__)
